cycle,task,method,instances,features,classes,accuracy,f1,optimization_time,prediction_time,no_features,best_trial
0,data/standardized/c_ionosphere.csv,Tree Based Weighting,351,34,2,0.7272727272727273,0.5178082191780822,0.13109230995178223,0.11464905738830566,17,0
0,data/standardized/c_ionosphere.csv,L1 Filter,351,34,2,0.8636363636363636,0.8181818181818181,0.0032792091369628906,0.10782408714294434,4,0
0,data/standardized/c_ionosphere.csv,ReliefF,351,34,2,0.8295454545454546,0.7691904179052281,0.019355058670043945,0.1084907054901123,25,0
0,data/standardized/c_ionosphere.csv,ReliefF Weighting,351,34,2,0.875,0.8403430644895267,0.019355058670043945,0.11737370491027832,25,0
0,data/standardized/c_ionosphere.csv,Forward Selection,351,34,2,0.875,0.8403430644895267,14.547941207885742,0.10824871063232422,3,0
0,data/standardized/c_ionosphere.csv,Backwards Selection,351,34,2,0.8409090909090909,0.7878787878787878,13.957385540008545,0.10871696472167969,31,0
0,data/standardized/c_ionosphere.csv,Stepwise Selection,351,34,2,0.7954545454545454,0.7185501066098081,14.579805135726929,0.1084601879119873,16,0
0,data/standardized/c_ionosphere.csv,Bayesian Selection,351,34,2,0.8295454545454546,0.7691904179052281,39.11266899108887,0.1086721420288086,19,36
0,data/standardized/c_ionosphere.csv,Bayesian Weighting,351,34,2,0.8295454545454546,0.7691904179052281,2532.6682226657867,0.12184429168701172,34,3698
0,data/standardized/c_liver-disorder.csv,Baseline,345,5,16,0.28735632183908044,0.04461538461538462,2.384185791015625e-07,0.10837221145629883,5,0
0,data/standardized/c_liver-disorder.csv,Tree Based Filter,345,5,16,0.28735632183908044,0.052981397687280045,0.1269211769104004,0.10842251777648926,3,0
0,data/standardized/c_liver-disorder.csv,Tree Based Weighting,345,5,16,0.28735632183908044,0.05263105496069969,0.1269211769104004,0.10976791381835938,3,0
0,data/standardized/c_liver-disorder.csv,L1 Filter,345,5,16,0.28735632183908044,0.04461538461538462,0.003254413604736328,0.1085367202758789,5,0
0,data/standardized/c_liver-disorder.csv,ReliefF,345,5,16,0.26436781609195403,0.04223227752639517,0.016041278839111328,0.10892009735107422,3,0
0,data/standardized/c_liver-disorder.csv,ReliefF Weighting,345,5,16,0.26436781609195403,0.04223227752639517,0.016041278839111328,0.1098012924194336,3,0
0,data/standardized/c_liver-disorder.csv,Forward Selection,345,5,16,0.2988505747126437,0.05260266049739734,1.071631908416748,0.10835504531860352,1,0
0,data/standardized/c_liver-disorder.csv,Backwards Selection,345,5,16,0.2988505747126437,0.06320810971973764,0.9648904800415039,0.10840296745300293,4,0
0,data/standardized/c_liver-disorder.csv,Stepwise Selection,345,5,16,0.26436781609195403,0.051545739328544754,1.0707323551177979,0.10879397392272949,4,0
0,data/standardized/c_liver-disorder.csv,Bayesian Selection,345,5,16,0.2988505747126437,0.06320810971973764,23.797772645950317,0.10832357406616211,4,190
0,data/standardized/c_liver-disorder.csv,Bayesian Weighting,345,5,16,0.28735632183908044,0.052065687121866905,817.8255679607391,0.11073470115661621,5,4461
0,data/standardized/c_wine.csv,Baseline,178,13,3,0.9777777777777777,0.9771428571428572,2.384185791015625e-07,0.10720038414001465,13,0
0,data/standardized/c_wine.csv,Tree Based Filter,178,13,3,0.8888888888888888,0.8896046482253378,0.10603761672973633,0.10719060897827148,6,0
0,data/standardized/c_wine.csv,Tree Based Weighting,178,13,3,0.9333333333333333,0.9314285714285714,0.10603761672973633,0.10959243774414062,6,0
0,data/standardized/c_wine.csv,L1 Filter,178,13,3,0.9555555555555556,0.9563061353573689,0.0029358863830566406,0.10672307014465332,6,0
0,data/standardized/c_wine.csv,ReliefF,178,13,3,0.9777777777777777,0.9771428571428572,0.008533477783203125,0.10730290412902832,9,0
0,data/standardized/c_wine.csv,ReliefF Weighting,178,13,3,0.9111111111111111,0.9129210658622423,0.008533477783203125,0.11078619956970215,9,0
0,data/standardized/c_wine.csv,Forward Selection,178,13,3,0.9555555555555556,0.9563061353573689,6.912904262542725,0.1072847843170166,4,0
0,data/standardized/c_wine.csv,Backwards Selection,178,13,3,0.9777777777777777,0.9771428571428572,2.661133050918579,0.10744404792785645,12,0
0,data/standardized/c_wine.csv,Stepwise Selection,178,13,3,0.9555555555555556,0.9563061353573689,2.765493154525757,0.10723543167114258,7,0
0,data/standardized/c_wine.csv,Bayesian Selection,178,13,3,0.9777777777777777,0.9771428571428572,28.32509136199951,0.107666015625,7,15
0,data/standardized/c_wine.csv,Bayesian Weighting,178,13,3,0.9555555555555556,0.9537037037037037,1279.0140221118927,0.11245012283325195,13,85
0,data/standardized/c_australian.csv,Baseline,690,14,2,0.8959537572254336,0.8925020712510356,2.384185791015625e-07,0.1104590892791748,14,0
0,data/standardized/c_australian.csv,Tree Based Filter,690,14,2,0.861271676300578,0.859577922077922,0.12781953811645508,0.1102902889251709,7,0
0,data/standardized/c_australian.csv,Tree Based Weighting,690,14,2,0.861271676300578,0.860708534621578,0.12781953811645508,0.11288094520568848,7,0
0,data/standardized/c_australian.csv,L1 Filter,690,14,2,0.8786127167630058,0.8769684039418876,0.0032329559326171875,0.10979747772216797,7,0
0,data/standardized/c_australian.csv,ReliefF,690,14,2,0.8901734104046243,0.8867684040097834,0.030670642852783203,0.11041498184204102,10,0
0,data/standardized/c_australian.csv,ReliefF Weighting,690,14,2,0.8728323699421965,0.8709305480195335,0.030670642852783203,0.11412882804870605,10,0
0,data/standardized/c_australian.csv,Forward Selection,690,14,2,0.8554913294797688,0.8550068725066211,3.032078504562378,0.11000704765319824,1,0
0,data/standardized/c_australian.csv,Backwards Selection,690,14,2,0.9075144508670521,0.9044462855564761,4.241812705993652,0.11140847206115723,12,0
0,data/standardized/c_australian.csv,Stepwise Selection,690,14,2,0.8728323699421965,0.8705442176870748,4.554933786392212,0.11023783683776855,7,0
0,data/standardized/c_australian.csv,Bayesian Selection,690,14,2,0.8959537572254336,0.8933561643835617,29.12617063522339,0.1103677749633789,8,29
0,data/standardized/c_australian.csv,Bayesian Weighting,690,14,2,0.8786127167630058,0.8769684039418876,1352.8494141101837,0.1165001392364502,14,2591
0,data/standardized/c_breast-tissue.csv,Baseline,106,9,6,0.5555555555555556,0.5595238095238096,4.76837158203125e-07,0.10712099075317383,9,0
0,data/standardized/c_breast-tissue.csv,Tree Based Filter,106,9,6,0.48148148148148145,0.5064935064935064,0.10976743698120117,0.1074376106262207,4,0
0,data/standardized/c_breast-tissue.csv,Tree Based Weighting,106,9,6,0.5185185185185185,0.5435305435305435,0.10976743698120117,0.10869479179382324,4,0
0,data/standardized/c_breast-tissue.csv,L1 Filter,106,9,6,0.5185185185185185,0.5026936026936027,0.0029363632202148438,0.10674858093261719,2,0
0,data/standardized/c_breast-tissue.csv,ReliefF,106,9,6,0.4444444444444444,0.42777777777777776,0.005995035171508789,0.10685253143310547,6,0
0,data/standardized/c_breast-tissue.csv,ReliefF Weighting,106,9,6,0.37037037037037035,0.36937229437229435,0.005995035171508789,0.10908722877502441,6,0
0,data/standardized/c_breast-tissue.csv,Forward Selection,106,9,6,0.37037037037037035,0.36937229437229435,1.9107160568237305,0.10691642761230469,1,0
0,data/standardized/c_breast-tissue.csv,Backwards Selection,106,9,6,0.5185185185185185,0.5342712842712842,1.804569959640503,0.10708332061767578,8,0
0,data/standardized/c_breast-tissue.csv,Stepwise Selection,106,9,6,0.48148148148148145,0.47792207792207786,3.8219892978668213,0.10733437538146973,5,0
0,data/standardized/c_breast-tissue.csv,Bayesian Selection,106,9,6,0.4074074074074074,0.3849206349206349,26.18262004852295,0.10704803466796875,4,10
0,data/standardized/c_breast-tissue.csv,Bayesian Weighting,106,9,6,0.48148148148148145,0.4777777777777778,1030.7327888011932,0.11080360412597656,9,27
0,data/standardized/c_yeast.csv,Baseline,1479,8,10,0.5837837837837838,0.39128548930299234,2.384185791015625e-07,0.11675500869750977,8,0
0,data/standardized/c_yeast.csv,Tree Based Filter,1479,8,10,0.43243243243243246,0.20487790728858934,0.1866438388824463,0.1164696216583252,4,0
0,data/standardized/c_yeast.csv,Tree Based Weighting,1479,8,10,0.4297297297297297,0.19478508299493114,0.1866438388824463,0.11741948127746582,4,0
0,data/standardized/c_yeast.csv,L1 Filter,1479,8,10,0.5837837837837838,0.39128548930299234,0.0052623748779296875,0.11654424667358398,8,0
0,data/standardized/c_yeast.csv,ReliefF,1479,8,10,0.581081081081081,0.3815332276186092,0.07016944885253906,0.11621642112731934,6,0
0,data/standardized/c_yeast.csv,ReliefF Weighting,1479,8,10,0.5783783783783784,0.3662152597111305,0.07016944885253906,0.11863303184509277,6,0
0,data/standardized/c_yeast.csv,Forward Selection,1479,8,10,0.581081081081081,0.36603263268452907,4.482983350753784,0.11597228050231934,4,0
0,data/standardized/c_yeast.csv,Backwards Selection,1479,8,10,0.5837837837837838,0.3911958972199073,1.6925909519195557,0.11839151382446289,7,0
0,data/standardized/c_yeast.csv,Stepwise Selection,1479,8,10,0.581081081081081,0.36603263268452907,1.8060226440429688,0.11672329902648926,5,0
0,data/standardized/c_yeast.csv,Bayesian Selection,1479,8,10,0.581081081081081,0.36603263268452907,26.872724771499634,0.11656570434570312,5,3
0,data/standardized/c_yeast.csv,Bayesian Weighting,1479,8,10,0.6027027027027027,0.39708205421959425,1010.9925863742828,0.12023329734802246,8,3287
0,data/standardized/c_pi-diabetes.csv,Baseline,768,8,2,0.7916666666666666,0.7295774647887323,2.384185791015625e-07,0.11081457138061523,8,0
0,data/standardized/c_pi-diabetes.csv,Tree Based Filter,768,8,2,0.765625,0.6977224224189204,0.13826775550842285,0.11047077178955078,4,0
0,data/standardized/c_pi-diabetes.csv,Tree Based Weighting,768,8,2,0.7604166666666666,0.7037037037037037,0.13826775550842285,0.11230874061584473,4,0
0,data/standardized/c_pi-diabetes.csv,L1 Filter,768,8,2,0.78125,0.7324485733244858,0.0030775070190429688,0.11004924774169922,5,0
0,data/standardized/c_pi-diabetes.csv,ReliefF,768,8,2,0.8020833333333334,0.7361111111111112,0.032086849212646484,0.1103816032409668,6,0
0,data/standardized/c_pi-diabetes.csv,ReliefF Weighting,768,8,2,0.7083333333333334,0.5872235872235873,0.032086849212646484,0.1127166748046875,6,0
0,data/standardized/c_pi-diabetes.csv,Forward Selection,768,8,2,0.78125,0.7263472241075064,2.605146646499634,0.11054873466491699,2,0
0,data/standardized/c_pi-diabetes.csv,Backwards Selection,768,8,2,0.7916666666666666,0.7329995828118481,1.631059169769287,0.1106259822845459,7,0
0,data/standardized/c_pi-diabetes.csv,Stepwise Selection,768,8,2,0.7864583333333334,0.7455309519961208,1.7390577793121338,0.11034893989562988,5,0
0,data/standardized/c_pi-diabetes.csv,Bayesian Selection,768,8,2,0.8020833333333334,0.7524093932401248,26.04134726524353,0.1106114387512207,6,49
0,data/standardized/c_pi-diabetes.csv,Bayesian Weighting,768,8,2,0.78125,0.7263472241075064,990.8628771305084,0.11413049697875977,8,350
0,data/standardized/c_iris.csv,Baseline,150,4,3,0.9473684210526315,0.953525641025641,2.384185791015625e-07,0.10697436332702637,4,0
0,data/standardized/c_iris.csv,Tree Based Filter,150,4,3,0.9736842105263158,0.9765656565656565,0.10282015800476074,0.10729527473449707,2,0
0,data/standardized/c_iris.csv,Tree Based Weighting,150,4,3,0.9736842105263158,0.9765656565656565,0.10282015800476074,0.10818219184875488,2,0
0,data/standardized/c_iris.csv,L1 Filter,150,4,3,0.9473684210526315,0.953525641025641,0.0027539730072021484,0.10678648948669434,3,0
0,data/standardized/c_iris.csv,ReliefF,150,4,3,0.868421052631579,0.8850574712643677,0.0073735713958740234,0.10706448554992676,3,0
0,data/standardized/c_iris.csv,ReliefF Weighting,150,4,3,0.9736842105263158,0.9765656565656565,0.0073735713958740234,0.10819292068481445,3,0
0,data/standardized/c_iris.csv,Forward Selection,150,4,3,0.9473684210526315,0.953525641025641,0.8512892723083496,0.10709047317504883,1,0
0,data/standardized/c_iris.csv,Backwards Selection,150,4,3,0.9473684210526315,0.953525641025641,0.7461557388305664,0.10723710060119629,3,0
0,data/standardized/c_iris.csv,Stepwise Selection,150,4,3,0.9473684210526315,0.953525641025641,1.1687822341918945,0.10698866844177246,1,0
0,data/standardized/c_iris.csv,Bayesian Selection,150,4,3,0.9473684210526315,0.953525641025641,23.147297620773315,0.10759663581848145,1,7
0,data/standardized/c_iris.csv,Bayesian Weighting,150,4,3,0.9473684210526315,0.953525641025641,761.129364490509,0.10903477668762207,4,298
0,data/standardized/c_breastcancer.csv,Baseline,569,30,2,0.951048951048951,0.9442308763719427,2.384185791015625e-07,0.11003398895263672,30,0
0,data/standardized/c_breastcancer.csv,Tree Based Filter,569,30,2,0.9370629370629371,0.9282968410496406,0.1385045051574707,0.10947895050048828,15,0
0,data/standardized/c_breastcancer.csv,Tree Based Weighting,569,30,2,0.9090909090909091,0.8985981563301151,0.1385045051574707,0.11544132232666016,15,0
0,data/standardized/c_breastcancer.csv,L1 Filter,569,30,2,0.958041958041958,0.9524601063829787,0.00499272346496582,0.10901546478271484,4,0
0,data/standardized/c_breastcancer.csv,ReliefF,569,30,2,0.9440559440559441,0.9359031824294038,0.03058791160583496,0.11022639274597168,22,0
0,data/standardized/c_breastcancer.csv,ReliefF Weighting,569,30,2,0.9230769230769231,0.9141984399716359,0.03058791160583496,0.11789488792419434,22,0
0,data/standardized/c_breastcancer.csv,Forward Selection,569,30,2,0.9300699300699301,0.9216008771929824,9.701414108276367,0.10926580429077148,2,0
0,data/standardized/c_breastcancer.csv,Backwards Selection,569,30,2,0.951048951048951,0.9442308763719427,6.4040367603302,0.11032652854919434,29,0
0,data/standardized/c_breastcancer.csv,Stepwise Selection,569,30,2,0.9230769230769231,0.9133094516395701,6.495302200317383,0.10957074165344238,14,0
0,data/standardized/c_breastcancer.csv,Bayesian Selection,569,30,2,0.9440559440559441,0.9351473922902495,37.468512535095215,0.10960197448730469,14,74
0,data/standardized/c_breastcancer.csv,Bayesian Weighting,569,30,2,0.951048951048951,0.9442308763719427,2323.587836742401,0.12130355834960938,30,67
0,data/standardized/c_car.csv,Baseline,1728,21,4,0.7337962962962963,0.2878028404344194,7.152557373046875e-07,0.13147854804992676,21,0
0,data/standardized/c_car.csv,Tree Based Filter,1728,21,4,0.7152777777777778,0.2680344478216819,0.1407310962677002,0.1185767650604248,10,0
0,data/standardized/c_car.csv,Tree Based Weighting,1728,21,4,0.7685185185185185,0.3508559919436052,0.1407310962677002,0.12200498580932617,10,0
0,data/standardized/c_car.csv,L1 Filter,1728,21,4,0.7708333333333334,0.3693498032562852,0.007205009460449219,0.11997318267822266,12,0
0,data/standardized/c_car.csv,ReliefF,1728,21,4,0.7060185185185185,0.24588930485208838,0.11441421508789062,0.11997652053833008,15,0
0,data/standardized/c_car.csv,ReliefF Weighting,1728,21,4,0.7615740740740741,0.3503061955424035,0.11441421508789062,0.12682843208312988,15,0
0,data/standardized/c_car.csv,Forward Selection,1728,21,4,0.6851851851851852,0.20329670329670332,4.75493311882019,0.11738419532775879,1,0
0,data/standardized/c_car.csv,Backwards Selection,1728,21,4,0.8194444444444444,0.38467115689381937,16.369381427764893,0.11864423751831055,14,0
0,data/standardized/c_car.csv,Stepwise Selection,1728,21,4,0.7037037037037037,0.24836456757071354,4.781413316726685,0.11828970909118652,11,0
0,data/standardized/c_car.csv,Bayesian Selection,1728,21,4,0.7800925925925926,0.3479446633515151,33.74158596992493,0.11864137649536133,14,34
0,data/standardized/c_car.csv,Bayesian Weighting,1728,21,4,0.8402777777777778,0.41091549801197125,1774.0887734889984,0.1350114345550537,21,4423
0,data/standardized/c_haberman.csv,Baseline,306,2,2,0.7402597402597403,0.5372596153846153,4.76837158203125e-06,0.10805416107177734,2,0
0,data/standardized/c_haberman.csv,Tree Based Filter,306,2,2,0.7402597402597403,0.5372596153846153,0.10858678817749023,0.10818266868591309,2,0
0,data/standardized/c_haberman.csv,Tree Based Weighting,306,2,2,0.7532467532467533,0.5463565891472868,0.10858678817749023,0.1091456413269043,2,0
0,data/standardized/c_haberman.csv,L1 Filter,306,2,2,0.7662337662337663,0.5835336538461539,0.0027604103088378906,0.10743165016174316,1,0
0,data/standardized/c_haberman.csv,ReliefF,306,2,2,0.7142857142857143,0.45705128205128204,0.012705087661743164,0.10772156715393066,1,0
0,data/standardized/c_haberman.csv,ReliefF Weighting,306,2,2,0.7142857142857143,0.45705128205128204,0.012705087661743164,0.10862016677856445,1,0
0,data/standardized/c_haberman.csv,Forward Selection,306,2,2,0.7142857142857143,0.45705128205128204,0.4293644428253174,0.10811471939086914,1,0
0,data/standardized/c_haberman.csv,Backwards Selection,306,2,2,,,,,,0
0,data/standardized/c_haberman.csv,Stepwise Selection,306,2,2,,,,,,0
0,data/standardized/c_haberman.csv,Bayesian Selection,306,2,2,0.7142857142857143,0.45705128205128204,21.930041790008545,0.1076962947845459,1,2
0,data/standardized/c_haberman.csv,Bayesian Weighting,306,2,2,0.7532467532467533,0.5463565891472868,658.1475131511688,0.10977411270141602,2,5
0,data/standardized/c_ecoli.csv,Baseline,336,7,8,0.9166666666666666,0.8998809658656207,2.384185791015625e-07,0.10815000534057617,7,0
0,data/standardized/c_ecoli.csv,Tree Based Filter,336,7,8,0.8809523809523809,0.8704233750745379,0.11356329917907715,0.10827469825744629,4,0
0,data/standardized/c_ecoli.csv,Tree Based Weighting,336,7,8,0.8928571428571429,0.7368443152454781,0.11356329917907715,0.10988450050354004,4,0
0,data/standardized/c_ecoli.csv,L1 Filter,336,7,8,0.9047619047619048,0.7255258467023173,0.003221750259399414,0.10783863067626953,5,0
0,data/standardized/c_ecoli.csv,ReliefF,336,7,8,0.75,0.5615472117488246,0.014619588851928711,0.1083071231842041,5,0
0,data/standardized/c_ecoli.csv,ReliefF Weighting,336,7,8,0.6904761904761905,0.4792152899335946,0.014619588851928711,0.11047720909118652,5,0
0,data/standardized/c_ecoli.csv,Forward Selection,336,7,8,0.9047619047619048,0.7438117438117438,3.7548229694366455,0.10831308364868164,4,0
0,data/standardized/c_ecoli.csv,Backwards Selection,336,7,8,0.8928571428571429,0.7228906359341142,1.3961780071258545,0.10837340354919434,6,0
0,data/standardized/c_ecoli.csv,Stepwise Selection,336,7,8,0.9047619047619048,0.7438117438117438,2.2529096603393555,0.10875964164733887,5,0
0,data/standardized/c_ecoli.csv,Bayesian Selection,336,7,8,0.9047619047619048,0.7438117438117438,25.266002416610718,0.10835385322570801,5,10
0,data/standardized/c_ecoli.csv,Bayesian Weighting,336,7,8,0.8809523809523809,0.7215406162464987,975.4833984375,0.1119680404663086,7,204
0,data/standardized/c_balance-scale.csv,Baseline,625,4,3,0.9044585987261147,0.6204399888610416,2.384185791015625e-07,0.11105823516845703,4,0
0,data/standardized/c_balance-scale.csv,Tree Based Filter,625,4,3,0.9044585987261147,0.6204399888610416,0.11767435073852539,0.1107020378112793,4,0
0,data/standardized/c_balance-scale.csv,Tree Based Weighting,625,4,3,0.9044585987261147,0.6204399888610416,0.11767435073852539,0.11302661895751953,4,0
0,data/standardized/c_balance-scale.csv,L1 Filter,625,4,3,0.9044585987261147,0.6204399888610416,0.0033295154571533203,0.11024618148803711,4,0
0,data/standardized/c_balance-scale.csv,ReliefF,625,4,3,0.802547770700637,0.551712135056346,0.026738643646240234,0.11080360412597656,3,0
0,data/standardized/c_balance-scale.csv,ReliefF Weighting,625,4,3,0.7515923566878981,0.5170245066146172,0.026738643646240234,0.11235809326171875,3,0
0,data/standardized/c_balance-scale.csv,Forward Selection,625,4,3,0.910828025477707,0.6250512145156569,2.614940881729126,0.11115264892578125,5,0
0,data/standardized/c_balance-scale.csv,Backwards Selection,625,4,3,0.802547770700637,0.551712135056346,0.7633926868438721,0.1105341911315918,3,0
0,data/standardized/c_balance-scale.csv,Stepwise Selection,625,4,3,0.9044585987261147,0.6204399888610416,0.4371190071105957,0.11072087287902832,4,0
0,data/standardized/c_balance-scale.csv,Bayesian Selection,625,4,3,0.9044585987261147,0.6204399888610416,24.13361620903015,0.11062502861022949,4,96
0,data/standardized/c_balance-scale.csv,Bayesian Weighting,625,4,3,0.89171974522293,0.6131078224101479,775.2338690757751,0.11210107803344727,4,44
0,data/standardized/c_transfusion.csv,Baseline,748,4,2,0.7647058823529411,0.6045751633986929,2.384185791015625e-07,0.11019158363342285,4,0
0,data/standardized/c_transfusion.csv,Tree Based Filter,748,4,2,0.7379679144385026,0.46141186151766295,0.12503266334533691,0.11061930656433105,2,0
0,data/standardized/c_transfusion.csv,Tree Based Weighting,748,4,2,0.7433155080213903,0.5102575294631165,0.12503266334533691,0.11141419410705566,2,0
0,data/standardized/c_transfusion.csv,L1 Filter,748,4,2,0.7379679144385026,0.46141186151766295,0.0029723644256591797,0.11012601852416992,2,0
0,data/standardized/c_transfusion.csv,ReliefF,748,4,2,0.7433155080213903,0.5102575294631165,0.029950380325317383,0.11108517646789551,3,0
0,data/standardized/c_transfusion.csv,ReliefF Weighting,748,4,2,0.7379679144385026,0.46141186151766295,0.029950380325317383,0.11244034767150879,3,0
0,data/standardized/c_transfusion.csv,Forward Selection,748,4,2,0.7272727272727273,0.5363410958238125,1.3025047779083252,0.11021041870117188,2,0
0,data/standardized/c_transfusion.csv,Backwards Selection,748,4,2,0.7647058823529411,0.6045751633986929,0.7599213123321533,0.1102292537689209,3,0
0,data/standardized/c_transfusion.csv,Stepwise Selection,748,4,2,0.7272727272727273,0.5363410958238125,0.8676974773406982,0.11034727096557617,2,0
0,data/standardized/c_transfusion.csv,Bayesian Selection,748,4,2,0.7647058823529411,0.6045751633986929,23.872783422470093,0.11063456535339355,3,0
0,data/standardized/c_transfusion.csv,Bayesian Weighting,748,4,2,0.7647058823529411,0.6045751633986929,772.9675323963165,0.11239886283874512,4,31
0,data/standardized/c_vehicle.csv,Baseline,846,17,4,0.6084905660377359,0.595250035800813,2.384185791015625e-07,0.11374998092651367,17,0
0,data/standardized/c_vehicle.csv,Tree Based Filter,846,17,4,0.5235849056603774,0.5085214170413928,0.16333985328674316,0.11215591430664062,8,0
0,data/standardized/c_vehicle.csv,Tree Based Weighting,846,17,4,0.5707547169811321,0.5547068124088186,0.16333985328674316,0.11498737335205078,8,0
0,data/standardized/c_vehicle.csv,L1 Filter,846,17,4,0.6037735849056604,0.59144044866345,0.004652261734008789,0.11167764663696289,10,0
0,data/standardized/c_vehicle.csv,ReliefF,846,17,4,0.5801886792452831,0.5711140081901949,0.040677785873413086,0.1122899055480957,12,0
0,data/standardized/c_vehicle.csv,ReliefF Weighting,846,17,4,0.6037735849056604,0.590251463972236,0.040677785873413086,0.11675310134887695,12,0
0,data/standardized/c_vehicle.csv,Forward Selection,846,17,4,0.6084905660377359,0.5980889409543277,7.426151275634766,0.11239266395568848,3,0
0,data/standardized/c_vehicle.csv,Backwards Selection,846,17,4,0.5849056603773585,0.5652372644087313,3.632362127304077,0.11380171775817871,16,0
0,data/standardized/c_vehicle.csv,Stepwise Selection,846,17,4,0.6084905660377359,0.5980655602096584,3.720486879348755,0.11245965957641602,9,0
0,data/standardized/c_vehicle.csv,Bayesian Selection,846,17,4,0.5424528301886793,0.521988044849887,30.977086067199707,0.11237382888793945,10,166
0,data/standardized/c_vehicle.csv,Bayesian Weighting,846,17,4,0.6037735849056604,0.5942533240550406,1507.2547450065613,0.12085676193237305,17,1100
0,data/standardized/c_sonar.csv,Baseline,208,60,2,0.6153846153846154,0.6006144393241168,2.384185791015625e-07,0.10776448249816895,60,0
0,data/standardized/c_sonar.csv,Tree Based Filter,208,60,2,0.7115384615384616,0.7062146892655368,0.1224055290222168,0.10759902000427246,30,0
0,data/standardized/c_sonar.csv,Tree Based Weighting,208,60,2,0.7692307692307693,0.7688888888888888,0.1224055290222168,0.11779642105102539,30,0
0,data/standardized/c_sonar.csv,L1 Filter,208,60,2,0.6730769230769231,0.6729559748427674,0.0032863616943359375,0.10699892044067383,3,0
0,data/standardized/c_sonar.csv,ReliefF,208,60,2,0.6923076923076923,0.6848484848484848,0.012526273727416992,0.1077415943145752,45,0
0,data/standardized/c_sonar.csv,ReliefF Weighting,208,60,2,0.8269230769230769,0.8263450834879407,0.012526273727416992,0.12327432632446289,45,0
0,data/standardized/c_sonar.csv,Forward Selection,208,60,2,0.7115384615384616,0.7114317425083241,25.56788444519043,0.10805416107177734,3,0
